token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
håndballkvinner,H OAH2 N B AH0 L K V IH3 N AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,220,håndballkvinne,,22.0
håndballmesterskap,H OAH2 N B AH0 L M AX0 S T AX0 RS K AA3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,151,håndballmesterskap,,18.0
håndballmiljøet,H OAH2 N B AH0 L M IH0 L J OE3 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,248,håndballmiljø,,22.0
håndballnasjon,H OAH2 N B AH0 L N AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,161,håndballnasjon,,22.0
håndballpresidenten,H OAH2 N B AH0 L P R AX0 S IH0 D EH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,278,håndballpresident,,21.0
håndballskole,H OAH2 N B AH0 L S K OO3 L AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,179,håndballskole,,22.0
håndballstjerne,H OAH2 N B AH0 L S T J AE3 RN AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,171,håndballstjerne,,22.0
håndballtreneren,H OAH2 N B AH0 L T R EE3 N AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,171,håndballtrener,,22.0
håndballtrening,H OAH2 N B AH0 L T R EE3 N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,329,håndballtrening,,22.0
håndbrudd,H OAH2 N B R UH3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,201,håndbrudd,,14.0
håndfri,H OAH2 N F R II3,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,157,håndfri,,18.0
håndfri,H OAH2 N F R II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,272,håndfri,,17.0
håndfrien,H OAH2 N F R II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,190,håndfrie,,5.0
håndhygienen,H OAH2 N H YH0 G IH0 EE3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,199,håndhygiene,,20.0
håndkontrollen,H OAH2 N K OH0 N T R OAH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,186,håndkontrolle,,19.0
håndkontrolleren,H OAH2 N K OH0 N T R OAH3 L AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,172,håndkontrollere,,15.0
håndleddsskudd,H OAH2 N L AX0 D S S K UH3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,280,håndleddsskudd,,20.0
håndspålegger,H OAH1 N S P OAH0 L EH3 G AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,296,håndspålegger,,4.0
håndtellingen,H OAH2 N T EH3 L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,184,håndtelling,,5.0
håndterbar,H OAH0 N T EE1 R B AA3 R,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,342,håndterbar,,21.0
håndterbare,H OAH0 N T EE1 R B AA3 R AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,262,håndterbar,,21.0
håndterbare,H OAH0 N T EE1 R B AA3 R AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,391,håndterbart,,21.0
håndterbart,H OAH0 N T EE1 R B AA3 RT,JJ,SIN|IND|NOM|NEU|POS,,,,NB-aviskorpus,173,håndterbart,,19.0
håndverkertjenester,H OAH2 N V AEH0 R K AX0 R T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,411,håndverkertjeneste,,19.0
håndverkstjenester,H OAH2 N V AEH0 R K S T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,243,håndverkstjeneste,,19.0
hårbånd,H OA2 R B OAH3 N,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,153,hårbånd,,21.0
hårfarge,H OA2 R F AH3 R G AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,201,hårfarge,,22.0
hårfargen,H OA2 R F AH3 R G AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,206,hårfarge,,22.0
hårføner,H OA2 R F OE3 N AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,151,hårføne,,22.0
hårføneren,H OA2 R F OE3 N AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,187,hårfønere,,22.0
hårgelé,H OA2 R RS AX0 L EE3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,156,hårgelé,,21.0
hårløs,H OA2 RL OE3 S,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,151,hårløs,,20.0
hårstrikk,H OA2 RS RT R IH3 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,152,hårstrikk,,21.0
hårsveis,H OA2 RS V AEJ3 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,259,hårsveis,,22.0
hårsveisen,H OA2 RS V AEJ3 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,198,hårsveis,,22.0
iberiasnegler,IH0 B EE1 R IH0 AH0 S N AEJ3 L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,228,iberiasnegle,,3.0
ibuprofen,II0 B UH0 P R OH0 F EE1 N,NN,SIN-PLU|DEF|NOM|NEU,,,,NB-aviskorpus,277,ibuprofe,,18.0
id-papirer,II2 D EE0 P AH0 P II3 R AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,170,id-papir,,21.0
identitetsløse,IH0 D AX0 N T IH0 T EE1 T S L OE3 S AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,204,identitetsløs,,22.0
identitetsløse,IH0 D AX0 N T IH0 T EE1 T S L OE3 S AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,identitetsløs,,2.0
identitetsmarkør,IH0 D AX0 N T IH0 T EE1 T S M AH0 R K OE3 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,205,identitetsmarkør,,18.0
identitetspolitikk,IH0 D AX0 N T IH0 T EE1 T S P OH0 L IH0 T IH3 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,306,identitetspolitikk,,17.0
identitetstyveri,IH0 D AX0 N T IH0 T EE1 T S T YH0 V AX0 R II3,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,684,identitetstyveri,,19.0
identitetstyverier,IH0 D AX0 N T IH0 T EE1 T S T YY0 V AX0 R II3 AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,154,identitetstyverie,,17.0
identitetsutvikling,IH0 D AX0 N T IH0 T EE1 T S UU0 T V IH3 K L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,155,identitetsutvikling,,20.0
idrettsarrangementet,II2 D R AX0 T S AH0 R AH0 NG SJ AX0 M AH3 NG AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,232,idrettsarrangement,,21.0
idrettsbevegelse,II2 D R AX0 T S B AX0 V EE3 G LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,242,idrettsbevegelse,,22.0
idrettsbyråd,II2 D R AX0 T S B YY0 R OA3 D,NN,SIN-PLU|IND|NOM|NEU-MAS,,,,NB-aviskorpus,185,idrettsbyråd,,16.0
idrettsdag,II2 D R AX0 T S D AA3 G,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,191,idrettsdag,,21.0
idrettsfamilien,II2 D R AX0 T S F AH0 M II3 L IH0 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,187,idrettsfamilie,,19.0
idrettsfesten,II2 D R AX0 T S F EH3 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,190,idrettsfest,,21.0
idrettsgalla,II2 D R AX0 T S G AH3 L AH0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,395,idrettsgalle,,20.0
idrettsgallaen,II2 D R AX0 T S G AH3 L AH0 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1001,idrettsgallae,,19.0
idrettsheltene,II2 D R AX0 T S H EH3 L T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,305,idrettshelt,,22.0
idrettshistorien,II2 D R AX0 T S H IH0 S T OO3 R IH0 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,250,idrettshistorie,,22.0
idrettsklubbene,II2 D R AX0 T S K L UH3 B AX0 N AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,174,idrettsklubb,,21.0
idrettskonkurranse,II2 D R AX0 T S K OH0 NG K UH0 R AH3 NG S AX0,NN,SIN|IND|NOM|MAS,II2 D R AX0 T S K OH0 NG K UH0 R AH3 N S AX0,,,NB-aviskorpus,199,idrettskonkurranse,,22.0
idrettsledelsen,II2 D R AX0 T S L EE3 D LX0 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,232,idrettsledelse,,21.0
idrettslege,II2 D R AX0 T S L EE3 G AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,293,idrettslege,,22.0
idrettslegen,II2 D R AX0 T S L EE3 G AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,162,idrettslege,,22.0
idrettslinja,II2 D R AX0 T S L IH3 N J AH0,NN,SIN|DEF|NOM|FEM,,,,NB-aviskorpus,263,idrettslinje,,22.0
idrettsmeldingen,II2 D R AX0 T S M EH3 L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,164,idrettsmelding,,17.0
idrettsministeren,II2 D R AX0 T S M IH0 N IH3 S T AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,392,idrettsminister,,22.0
idrettsmodellen,II2 D R AX0 T S M OH0 D EH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,382,idrettsmodelle,,11.0
idrettsmyndigheter,II2 D R AX0 T S M YH0 N D IH0 H EE3 T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,150,idrettsmyndighete,,22.0
idrettsnasjon,II2 D R AX0 T S N AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,437,idrettsnasjon,,21.0
idrettsorganisasjon,II2 D R AX0 T S OAH0 R G AH0 N IH0 S AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,216,idrettsorganisasjon,,22.0
idrettsorganisasjonen,II2 D R AX0 T S OAH0 R G AH0 N IH0 S AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,277,idrettsorganisasjon,,21.0
idrettspris,II2 D R AX0 T S P R II3 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,555,idrettspris,,21.0
idrettsprofil,II2 D R AX0 T S P R OH0 F II3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,339,idrettsprofil,,19.0
idrettsprofilen,II2 D R AX0 T S P R OH0 F II3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,166,idrettsprofile,,17.0
idrettsprofilene,II2 D R AX0 T S P R OH0 F II3 L NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,206,idrettsprofile,,14.0
idrettsprofiler,II2 D R AX0 T S P R OH0 F II3 L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,534,idrettsprofile,,20.0
idrettspsykolog,II2 D R AX0 T S S YH0 K OH0 L OA3 G,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,456,idrettspsykolog,,22.0
idrettspsykologen,II2 D R AX0 T S S YH0 K OH0 L OA3 G AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,150,idrettspsykolog,,22.0
idrettspsykologi,II2 D R AX0 T S S YH0 K OH0 L OH0 G II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,301,idrettspsykologi,,22.0
idrettsservice,II2 D R AX0 T S S OEH3 R V IH0 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,207,idrettsservice,,14.0
idrettsskadeforskning,II2 D R AX0 T S S K AA0 D AX0 F OAH3 RS K N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,225,idrettsskadeforskning,,19.0
idrettssosiologi,II2 D R AX0 T S S OH0 S IH0 OH0 L OH0 G II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,193,idrettssosiologi,,19.0
idrettsstyre,II2 D R AX0 T S S T YY3 R AX0,NN,SIN|IND|NOM|NEU,,,,NB-aviskorpus,249,idrettsstyr,,17.0
idrettstalenter,II2 D R AX0 T S T AH0 L EH3 N T AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,233,idrettstalent,,21.0
idrettstopper,II2 D R AX0 T S T OAH3 P AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,194,idrettstopp,,21.0
idrettsvitenskap,II2 D R AX0 T S V II0 T NX0 S K AA3 P,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,222,idrettsvitenskap,,21.0
If,IH1 F,PM,,,,,NB-aviskorpus,6223,if,,22.0
ikke-amerikanske,IH2 K AX0 AH0 M AX0 R IH0 K AA3 N S K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,175,ikke-amerikansk,,22.0
ikke-amerikanske,IH2 K AX0 AH0 M AX0 R IH0 K AA3 N S K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,175,ikke-amerikansk,,22.0
ikke-dødelige,IH2 K AX0 D OE3 D AX0 L IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,176,ikke-dødelig,,21.0
ikke-dødelige,IH2 K AX0 D OE3 D AX0 L IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,176,ikke-dødelig,,21.0
ikke-engelskspråklige,IH2 K AX0 AX0 NG AX0 L S K S P R OA3 K L IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,178,ikke-engelskspråklig,,19.0
ikke-engelskspråklige,IH2 K AX0 AX0 NG AX0 L S K S P R OA3 K L IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,178,ikke-engelskspråklig,,19.0
ikke-fornybar,IH2 K AX0 F OAH0 RN YY0 B AA3 R,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,186,ikke-fornybar,,22.0
ikke-hvite,IH2 K AX0 V II3 T AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,271,ikke-hvit,,22.0
ikke-hvite,IH2 K AX0 V II3 T AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-hvit,,2.0
ikke-jøder,IH2 K AX0 J OE3 D AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,171,ikke-jøde,,22.0
ikke-kvotepliktig,IH2 K AX0 K V OO0 T AX0 P L IH3 K T IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,324,ikke-kvotepliktig,,6.0
ikke-muslimer,IH2 K AX0 M UH0 S L II3 M AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,1304,ikke-muslim,,22.0
ikke-muslimske,IH2 K AX0 M UH0 S L II3 M S K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,326,ikke-muslimsk,,22.0
ikke-muslimske,IH2 K AX0 M UH0 S L II3 M S K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-muslimsk,,2.0
ikke-navngitt,IH2 K AX0 N AH0 V N J IH3 T,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,407,ikke-navngitt,,20.0
ikke-navngitte,IH2 K AX0 N AH0 V N J IH3 T AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,273,ikke-navngitt,,22.0
ikke-navngitte,IH2 K AX0 N AH0 V N J IH3 T AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,331,ikke-navngitt,,20.0
ikke-norsk,IH2 K AX0 N OAH3 RS K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,173,ikke-norsk,,22.0
ikke-norske,IH2 K AX0 N OAH3 RS K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,272,ikke-norsk,,21.0
ikke-norske,IH2 K AX0 N OAH3 RS K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-norsk,,2.0
ikke-nødvendige,IH2 K AX0 N OEH0 D V EH3 N D IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,160,ikke-nødvendig,,11.0
ikke-nødvendige,IH2 K AX0 N OEH0 D V EH3 N D IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-nødvendig,,2.0
ikke-religiøs,IH2 K AX0 R AX0 L IH0 G IH0 OE3 S,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,199,ikke-religiøs,,20.0
ikke-røykende,IH2 K AX0 R OEJ3 K AX0 N AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,175,ikke-røykende,,21.0
ikke-røykende,IH2 K AX0 R OEJ3 K AX0 N AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-røykende,,2.0
ikke-smittsomme,IH2 K AX0 S M IH3 T S OAH0 M AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,191,ikke-smittsomm,,14.0
ikke-smittsomme,IH2 K AX0 S M IH3 T S OAH0 M AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,ikke-smittsomm,,2.0
ikke-statlig,IH2 K AX0 S T AA3 T L IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,215,ikke-statlig,,22.0
ikke-vestlig,IH2 K AX0 V EH3 S T L IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,1432,ikke-vestlig,,21.0
ikonstatus,IH0 K OO1 N S T AA3 T UH0 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,152,ikonstatus,,21.0
ikt-fag,IH0 K OAH0 T EE1 F AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,154,ikt-fag,,12.0
ilandføringssted,IH0 L AH1 N F OE0 R IH0 NG S S T EE3 D,NN,SIN|IND|NOM|NEU,,,,NB-aviskorpus,172,ilandføringssted,,14.0
ildbegeret,IH2 L B EE3 G AX0 R AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,278,ildbeger,,17.0
illustrasjonsbilde,IH0 L UH0 S T R AH0 SJ OO1 N S B IH3 L D AX0,NN,SIN|IND|NOM|NEU,,,,NB-aviskorpus,179,illustrasjonsbilde,,18.0
iMac,IH1 M AH0 K,PM,,,,,NB-aviskorpus,224,iMac,,19.0
imagebygging,IH1 M IH0 D SJ B YH3 G IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,187,imagebygging,,21.0
imageproblem,IH1 M IH0 D SJ P R OH0 B L EE3 M,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,364,imageproblem,,21.0
iMaker,IH1 M AH0 K AX0 R,PM,,,,,NB-aviskorpus,167,imake,,3.0
iMarkedet,IH0 M AH2 R K AX0 D AX0,PM,,,,,NB-aviskorpus,447,imarked,,13.0
immigrasjonsminister,IH0 M IH0 G R AH0 SJ OO1 N S M IH0 N IH3 S T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,149,immigrasjonsministe,,18.0
immunterapi,IH0 M UU1 N T AX0 R AH0 P II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,329,immunterapi,,18.0
importrestriksjonene,IH0 M P OAH1 RT R AX0 S T R IH0 K SJ OO3 N NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,172,importrestriksjon,,17.0
importspillere,IH0 M P OAH1 RT RS P IH3 L AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,168,importspillere,,19.0
importtoll,IH0 M P OAH1 RT RT OAH3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,240,importtoll,,18.0
importørliste,IH0 M P OAH0 RT OE1 RL IH3 S T AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,8538,importørlist,,2.0
impulskontroll,IH0 M P UH1 L S K OH0 N T R OAH3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,647,impulskontroll,,22.0
incentivordning,IH0 N S NX0 T II1 V OA3 RD RN IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,175,incentivordning,,17.0
incentivordninger,IH0 N S NX0 T II1 V OA3 RD RN IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,180,incentivordning,,21.0
indeksfond,IH1 N D AX0 K S F OAH3 N,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,451,indeksfond,,21.0
inderligheten,IH2 N D AX0 RL IH0 H EE3 T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,225,inderlighet,,22.0
indie,IH1 N D IH0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,494,indie,,21.0
indiepop,IH1 N D IH0 P OAH3 P,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,343,indiepop,,21.0
indierock,IH1 N D IH0 R OAH3 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,331,indierock,,19.0
indiskfødt,IH1 N D IH0 S K F OEH3 T,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,233,indiskfødt,,2.0
indiskfødte,IH1 N D IH0 S K F OEH3 T AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,180,indiskfødt,,21.0
indiskfødte,IH1 N D IH0 S K F OEH3 T AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,indiskfødt,,2.0
indreløpere,IH2 N D R AX0 L OE3 P AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,531,indreløpere,,22.0
indreløperen,IH2 N D R AX0 L OE3 P AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,398,indreløpere,,22.0
indreløperne,IH2 N D R AX0 L OE3 P AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,285,indreløperne,,22.0
indreløperplass,IH2 N D R AX0 L OE0 P AX0 R P L AH3 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,164,indreløperplass,,19.0
indreløperrolle,IH2 N D R AX0 L OE0 P AX0 R R OAH3 L AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,183,indreløperrolle,,22.0
indreløperrollen,IH2 N D R AX0 L OE0 P AX0 R R OAH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,223,indreløperrolle,,21.0
industriarbeid,IH0 N D UH0 S T R II1 AH0 R B AEJ3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,326,industriarbeid,,22.0
industribygging,IH0 N D UH0 S T R II1 B YH3 G IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,149,industribygging,,21.0
industrieventyret,IH0 N D UH0 S T R II1 EE0 V AX0 N T YY3 R AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,232,industrieventyr,,22.0
industrigigant,IH0 N D UH0 S T R II1 G IH0 G AH3 N T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,160,industrigigant,,14.0
industrikraftregime,IH0 N D UH0 S T R II1 K R AH0 F T R AX0 SJ II3 M AX0,NN,SIN|IND|NOM|NEU,,,,NB-aviskorpus,179,industrikraftregime,,10.0
industriordrene,IH0 N D UH0 S T R II1 OAH3 RD RNX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,211,industriordre,,16.0
industriparken,IH0 N D UH0 S T R II1 P AH3 R K AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,277,industripark,,20.0
industritunge,IH0 N D UH0 S T R II1 T OH3 NG AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,174,industritung,,19.0
industritunge,IH0 N D UH0 S T R II1 T OH3 NG AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,industritung,,2.0
infanteridivisjon,IH0 N F AH0 N T AX0 R II1 D IH0 V IH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,374,infanteridivisjon,,17.0
infeksjonsovervåking,IH0 N F AX0 K SJ OO1 N S OA0 V AX0 R V OA3 K IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,308,infeksjonsovervåking,,15.0
inflasjonsfaren,IH0 N F L AH0 SJ OO1 N S F AA3 RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,155,inflasjonsfare,,12.0
inflasjonsforventningene,IH0 N F L AH0 SJ OO1 N S F OAH0 R V EH3 N T N IH0 NG AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,302,inflasjonsforventning,,21.0
inflasjonsmålet,IH0 N F L AH0 SJ OO1 N S M OA3 L AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,1369,inflasjonsmål,,21.0
inflasjonsnivået,IH0 N F L AH0 SJ OO1 N S N IH0 V OA3 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,165,inflasjonsnivå,,14.0
inflasjonsrapport,IH0 N F L AH0 SJ OO1 N S R AH0 P OAH3 RT,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,607,inflasjonsrapport,,18.0
inflasjonsrapporten,IH0 N F L AH0 SJ OO1 N S R AH0 P OAH3 RT RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,540,inflasjonsrapporte,,18.0
inflasjonstall,IH0 N F L AH0 SJ OO1 N S T AH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,345,inflasjonstall,,21.0
